,Code,Content,Values
2754,6000F-1007-GEOGM1,Families: Equipment in dwelling,113400
2755,6000F-1007-GEOLK1,Families: Equipment in dwelling,4120
2756,6000F-1007-GEORB1,Families: Equipment in dwelling,360
2757,6000F-1007-GEOVB1,Families: Equipment in dwelling,13330
2758,6000F-1008-GEOBL1,Families: Type of private household,384
2759,6000F-1008-GEODL1,Families: Type of private household,24
2760,6000F-1008-GEOGM1,Families: Floor area of the dwelling (20m² intervals),249480
2761,6000F-1008-GEOGM4,Families: Type of private household,258864
2762,6000F-1008-GEOLK1,Families: Floor area of the dwelling (20m² intervals),9064
2763,6000F-1008-GEOLK4,Families: Type of private household,9600
2764,6000F-1008-GEORB1,Families: Type of private household,864
2765,6000F-1008-GEOVB1,Families: Floor area of the dwelling (20m² intervals),29326
2766,6000F-1008-GEOVB4,Families: Type of private household,28968
2767,6000F-1009-GEOBL1,Families: Rooms,256
2768,6000F-1009-GEODL1,Families: Rooms,16
2769,6000F-1009-GEOGM1,Families: Rooms,181440
2770,6000F-1009-GEOLK1,Families: Rooms,6592
2771,6000F-1009-GEORB1,Families: Rooms,576
2772,6000F-1009-GEOVB1,Families: Rooms,21328
2773,6000F-2001-GEOBL1,"Families: Size of family nucleus - Size of private
household/Type of family nucleus",672
2774,6000F-2001-GEODL1,"Families: Size of family nucleus - Size of private
household/Type of family nucleus",42
2775,6000F-2001-GEOGM1,"Families: Size of family nucleus - Size of private
household/Type of family nucleus",476280
2776,6000F-2001-GEOLK1,"Families: Size of family nucleus - Size of private
household/Type of family nucleus",17304
2777,6000F-2001-GEORB1,"Families: Size of family nucleus - Size of private
household/Type of family nucleus",1512
2778,6000F-2001-GEOVB1,"Families: Size of family nucleus - Size of private
household/Type of family nucleus",55986
2779,6000F-2002-GEOBL1,"Families: Size of private household - Senior citizen
status/Type of private household (by family)",448
2780,6000F-2002-GEODL1,"Families: Size of private household - Senior citizen
status/Type of private household (by family)",28
2781,6000F-2002-GEOGM2,"Families: Size of private household - Senior citizen
status/Type of private household (by family)",44072
2782,6000F-2002-GEOLK1,"Families: Size of private household - Senior citizen
status/Type of private household (by family)",11536
2783,6000F-2002-GEORB1,"Families: Size of private household - Senior citizen
status/Type of private household (by family)",1008
2784,6000F-2002-GEOVB3,"Families: Size of private household - Senior citizen
status/Type of private household (by family)",4396
2785,6000F-2003-GEOBL1,"Families: Type of private household (by family) - Senior
citizen status of a private household",384
2786,6000F-2003-GEODL1,"Families: Type of private household (by family) - Senior
citizen status of a private household",24
2787,6000F-2003-GEOGM2,"Families: Type of private household (by family) - Senior
citizen status of a private household",37776
2788,6000F-2003-GEOLK1,"Families: Type of private household (by family) - Senior
citizen status of a private household",9888
2789,6000F-2003-GEORB1,"Families: Type of private household (by family) - Senior
citizen status of a private household",864
2790,6000F-2003-GEOVB3,"Families: Type of private household (by family) - Senior
citizen status of a private household",3768
2791,6000F-2004-GEOBL1,"Families: Size of family nucleus/Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",480
2792,6000F-2004-GEODL1,"Families: Size of family nucleus/Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",30
2793,6000F-2004-GEOLK1,"Families: Size of family nucleus/Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",12360
2794,6000F-2004-GEORB1,"Families: Size of family nucleus/Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",1080
2795,6000F-3001-GEOBL1,"Families: Size of private household - Senior citizen status
- Type of private household (by family)",2688
2796,6000F-3001-GEODL1,"Families: Size of private household - Senior citizen status
- Type of private household (by family)",168
2797,6000F-3001-GEOGM2,"Families: Size of private household - Senior citizen status
- Type of private household (by family)",264432
2798,6000F-3001-GEOLK1,"Families: Size of private household - Senior citizen status
- Type of private household (by family)",69216
2799,6000F-3001-GEORB1,"Families: Size of private household - Senior citizen status
- Type of private household (by family)",6048
2800,6000F-3001-GEOVB3,"Families: Size of private household - Senior citizen status
- Type of private household (by family)",26376
2801,6000F-3002-GEOBL1,"Families: Size of family nucleus - Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",1920
2802,6000F-3002-GEODL1,"Families: Size of family nucleus - Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",120
2803,6000F-3002-GEOLK1,"Families: Size of family nucleus - Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",49440
2804,6000F-3002-GEORB1,"Families: Size of family nucleus - Type of family nucleus
(by family) - Equipment in dwelling/Floor area of the
dwelling (20m² intervals)/Rooms",4320
2805,1000A-1006-GEOGM1,Persons: Age (yearly stages),3468
2806,1000A-1012-GEOGM1,Persons: Country of birth,7072
2807,1000A-2007-GEOGM1,Persons: Age (yearly stages) - Citizenship,5202
2808,1000A-3001-GEOGM1,"Persons: Age/Marital status/Religion - Citizenship (groups)
- Sex",4080
2809,1000A-3002-GEOGM1,Persons: Age - Marital status/Religion - Sex,3060
2810,1000A-3003-GEOGM1,"Persons: Age (eleven classes of years) - Citizenship
(selected countries) - Sex",9180
2811,1000A-3015-GEOGM1,"Persons: Age (ten years age groups) - Marital status - Type
of use of dwelling",360
2812,1000A-3016-GEOGM1,"Persons: Age (eleven classes of years) - Size of private
household - Type of private household (by family/living
arrangement)",504
2813,1000A-3017-GEOGM1,"Persons: Age (eleven classes of years) - Sex - Type of use
of dwelling/Equipment in dwelling/Type of the building
(size)",216
2814,1000A-3019-GEOGM1,"Persons: Age (five classes of years) - Sex - Type of private
household (by living arrangement)",144
2815,1000A-3031-GEOGM1,"Persons: Sex - Citizenship (groups) - Type of private
household (by family)",144
2816,1000A-4007-GEOGM2,"Persons: Age (five years age groups) - Sex - Religion -
Senior citizen status of a private household",960
2817,2000S-2083-GEOGM3,"Persons: Migrant background (countries) - Migrant background
and experience",1581
2818,2000S-3028-GEOLK3,"Persons: Migrant background and experience - Age (yearly
stages)/Marital status (in detail) - Sex",5202
2819,2000S-3029-GEOGM3,"Persons: Migrant background and experience - Age (eleven
classes of years) - Type of private household (by family)",1224
2820,2000S-3053-GEOGM3,"Persons: Highest professional qualification (detailed) - Age
(ten years age groups)/Religion (in detail) - Migrant
background and experience",1360
2821,2000S-3069-GEOGM3,"Persons: Highest school-leaving qualification - Age (eleven
classes of years) - Migrant background and experience",2652
2822,2000S-3095-GEOGM3,"Persons: Occupation (areas by KldB 2010) - Marital status
(in detail) - Migrant background and experience",1683
2823,2000S-3111-GEOGM3,"Persons: Occupation (main groups of KldB 2010) - Age (ten
years age groups) - Sex",1140
2824,2000S-3114-GEOGM3,"Persons: Status in employment - Age (ten years age
groups)/Marital status (in detail) - Migrant background and
experience",1020
2825,2000S-3130-GEOGM3,"Persons: Economic (sub-)sectors - Marital status (in detail)
- Migrant background and experience",2601
2826,2000S-3144-GEOLK3,"Persons: Economic sector (sections) - Age (eleven classes of
years) - Migrant background and experience",4692
2827,2000S-3155-GEOGM3,"Persons: Migrant background (selected countries) - Age (ten
years age groups) - Sex/Migrant background and
experience/Citizenship (selected countries)",2550
2828,2000S-3156-GEOGM3,"Persons: Migrant background (selected countries) - Age
(eleven classes of years)/Marital status (in detail) -
Migrant background and experience",3060
2829,2000S-3168-GEOGM3,"Persons: Migrant background (duration of stay) -
Migrant background and experience - Age (ten years age
groups)/Marital status (in detail)",1190
2830,2000S-3175-GEOGM3,"Persons: Migrant background (countries) - Migrant background
and experience - Ownership of dwelling",9486
2831,2000S-3175-GEOLK3,"Persons: Migrant background (countries) - Migrant background
and experience - Ownership of dwelling",9486
2832,2000S-3177-GEOGM3,"Persons: Migration experience (decade of arrival) - Migrant
background and experience - Age (ten years age
groups)/Marital status (in detail)",1360
2833,2000S-3184-GEOGM3,"Pupils: Migrant background (selected countries) - Age (age
classes of relevance to infrastructure) - Type of school",1260
2834,2000S-4016-GEOLK3,"Persons: Migrant background and experience - Activity
status/Marital status (in detail)/Religion (in
detail)/Citizenship (selected countries) - Age - Sex",4896
2835,2000S-4017-GEOLK3,"Persons: Migrant background and experience - Marital status
(in detail) - Religion (in detail) - Citizenship (selected
countries)",18360
2836,2000S-4019-GEOLK3,"Persons: Migrant background and experience - Age (eleven
classes of years) - Sex - Type of use of dwelling/Equipment
in dwelling/Type of building (size)",3672
2837,2000S-4020-GEOLK3,"Persons: Migrant background and experience - Age (eleven
classes of years) - Activity status - Type of building
(size)",14520
2838,2000S-4021-GEOLK3,"Persons: Migrant background and experience - Age (eleven
classes of years) - Size of private household - Type of
private household (family/living arrangement)",8568
2839,2000S-4053-GEOGM3,"Persons: Type of in-commuters - Highest professional
qualification (detailed) - Age (eleven classes of years) -
Sex",1728
2840,2000S-4054-GEOGM3,"Persons: Type of in-commuters - Highest professional
qualification (detailed) - Religion (in detail) - Migrant
background and experience",6528
2841,2000S-4054-GEOLK3,"Persons: Type of in-commuters - Highest professional
qualification (detailed) - Religion (in detail) - Migrant
background and experience",6528
2842,2000S-4055-GEOGM3,"Persons: Type of in-commuters - Religion (in detail) -
Marital status (in detail) - Sex",1296
2843,2000S-4060-GEOGM3,"Persons: Type of out-commuters - Highest professional
qualification (detailed) - Age (eleven classes of years) -
Sex",1728
2844,2000S-4061-GEOGM3,"Persons: Type of out-commuters - Highest professional
qualification (detailed) - Religion (in detail) - Migrant
background and experience",6528
2845,2000S-4061-GEOLK3,"Persons: Type of out-commuters - Highest professional
qualification (detailed) - Religion (in detail) - Migrant
background and experience",6528
2846,2000S-4062-GEOGM3,"Persons: Type of out-commuters - Religion (in detail) -
Marital status (in detail) - Sex",1296
2847,2000S-4083-GEORB3,"Persons: Gainful activity by occupation (ISCO-08) - Migrant
background and experience - Economic sector (sections) -
Sex",18768
2848,2000S-4084-GEOLK3,"Persons: Status in employment/Economic sector (sections) -
Age (eleven classes of years) - Sex - Migrant background
and experience",3672
2849,2000S-4107-GEOLK3,"Persons: Gainful activity by occupation (ISCO-08) - Migrant
background (selected countries) - Highest professional
qualification (detailed) - Sex",3960
2850,2000S-4112-GEOLK3,"Persons: Migrant background (selected countries/continents)
- Age (eleven classes of years) - Activity status/Marital
status (in detail)/Religion (in detail)/Citizenship - Sex",5760
2851,2000S-4116-GEOLK3,"Persons: Migrant background (selected countries/continents)
- Age (eleven classes of years) - Size of private household
- Type of private household (by family)",8064
2852,2000S-4122-GEOGM3,"Pupils: Type of school - Class level - Sex - Migrant
background and experience",1428
2853,2000S-5014-GEORB3,"Persons: Highest school-leaving qualification - Marital
status (in detail) - Age (ten years age groups) - Sex -
Migrant background and experience",7020
2854,2000S-5019-GEORB3,"Persons: Occupation (KldB 2010) - Status in employment -
Economic (sub-)sectors - Sex - Religion (detailed)/
Highest prof. qual. (detailed)/Highest
school-leaving qualification",7956
2855,2000S-5020-GEORB3,"Persons: Occupation (areas by KldB 2010) - Economic
(sub-)sectors - Sex - Highest professional qualification
(detailed) - Highest school-leaving qualification",10608
